Feature,Importance
student_id_STU08563,3.138570908974592e-05
student_id_STU00888,3.1339413711818756e-05
student_id_STU01402,3.127044030691314e-05
student_id_STU04884,3.1108052382187666e-05
student_id_STU08814,3.10614013283637e-05
student_id_STU06084,3.102809787182523e-05
student_id_STU06229,3.090606950585274e-05
student_id_STU04233,3.0885954549116535e-05
student_id_STU07704,3.079094963815254e-05
student_id_STU00213,3.077526818736525e-05
student_id_STU08052,3.074799344143286e-05
student_id_STU02478,3.0743882365374776e-05
student_id_STU08922,3.0721916812944945e-05
student_id_STU05442,3.059155744134873e-05
student_id_STU07404,3.053948611347909e-05
student_id_STU06358,3.0413762250991654e-05
student_id_STU07365,3.035508069407271e-05
student_id_STU03978,3.0296025609668167e-05
student_id_STU05018,3.01573309437473e-05
student_id_STU08853,3.0043939044570486e-05
student_id_STU06224,2.9981826966625393e-05
student_id_STU03430,2.998011135864723e-05
student_id_STU08099,2.9795335381904647e-05
student_id_STU07305,2.976587761787037e-05
student_id_STU00395,2.9690993701357654e-05
student_id_STU07284,2.9664367695914466e-05
student_id_STU03246,2.9645141800735577e-05
student_id_STU01187,2.9528482386477055e-05
student_id_STU08041,2.9395502409310866e-05
student_id_STU04882,2.909496381978462e-05
student_id_STU02514,2.8996343230986742e-05
student_id_STU08411,2.8879252308804728e-05
student_id_STU01324,2.8808567802636553e-05
student_id_STU09210,2.874313943585963e-05
student_id_STU09093,2.8727384491666154e-05
student_id_STU00298,2.860017754805251e-05
student_id_STU05987,2.848698885602057e-05
student_id_STU06169,2.8475396616261122e-05
student_id_STU08973,2.8443995007494287e-05
student_id_STU04805,2.8417119715811472e-05
student_id_STU08661,2.8359132779581185e-05
student_id_STU04055,2.835239083203905e-05
student_id_STU05484,2.823702047793348e-05
student_id_STU07926,2.8172973719344457e-05
student_id_STU05744,2.8164595889229565e-05
student_id_STU06762,2.8154104577771598e-05
student_id_STU08205,2.8140221637085355e-05
student_id_STU04136,2.8136310280951922e-05
student_id_STU00777,2.8109662102512534e-05
student_id_STU08271,2.8089636696434024e-05
student_id_STU05253,2.7997261032112846e-05
student_id_STU02942,2.788495068331616e-05
student_id_STU06226,2.784097772818384e-05
student_id_STU00074,2.782651500767371e-05
student_id_STU03729,2.77939879497606e-05
student_id_STU06056,2.7619377611617523e-05
student_id_STU02685,2.7533157589937995e-05
student_id_STU07940,2.753129731513796e-05
student_id_STU01113,2.752196183395235e-05
student_id_STU02827,2.7477632038289975e-05
student_id_STU01173,2.7473613090778696e-05
student_id_STU04217,2.742076115411004e-05
student_id_STU00633,2.74202263761294e-05
student_id_STU05358,2.7405421769538727e-05
student_id_STU00729,2.73128603773809e-05
student_id_STU09566,2.7211187316508832e-05
student_id_STU08993,2.7167774647961783e-05
student_id_STU09901,2.7123147469304666e-05
student_id_STU05009,2.7003070888124874e-05
student_id_STU01891,2.7000442404177568e-05
student_id_STU06436,2.6972468089146642e-05
student_id_STU08849,2.6953767739560013e-05
student_id_STU09027,2.6946304367751173e-05
student_id_STU09520,2.688357225410355e-05
student_id_STU04174,2.6866762398693876e-05
student_id_STU08619,2.685220839713633e-05
student_id_STU04843,2.6831873020685797e-05
student_id_STU01062,2.6783785691131924e-05
student_id_STU01527,2.6739713849172305e-05
student_id_STU08842,2.673080202290982e-05
student_id_STU00804,2.671762714246574e-05
student_id_STU07010,2.6715898200065246e-05
student_id_STU04975,2.6714595254209444e-05
student_id_STU04426,2.6664938184777663e-05
student_id_STU01508,2.6614396992136928e-05
student_id_STU00602,2.660670752972425e-05
student_id_STU00614,2.6601627233669302e-05
student_id_STU06763,2.6578500454088976e-05
student_id_STU05489,2.6503371769487852e-05
student_id_STU08964,2.6489599989656828e-05
student_id_STU03669,2.6444119688820222e-05
student_id_STU07763,2.6353479291348112e-05
student_id_STU06066,2.6343065609600647e-05
student_id_STU00188,2.6229441994915422e-05
student_id_STU03188,2.619955755015946e-05
student_id_STU06051,2.6171739612280953e-05
student_id_STU07031,2.616769176474178e-05
student_id_STU07332,2.6155893420561652e-05
student_id_STU03570,2.6120359479842693e-05
student_id_STU07112,2.6086539239996464e-05
student_id_STU01057,2.6080745408216235e-05
student_id_STU07533,2.591067437947254e-05
student_id_STU09113,2.5849367852840446e-05
student_id_STU05916,2.5815381644799662e-05
student_id_STU05705,2.5765685453699295e-05
student_id_STU09360,2.576324188581477e-05
student_id_STU08690,2.5719686446692483e-05
student_id_STU01523,2.561980165101443e-05
student_id_STU04543,2.561949402274043e-05
student_id_STU09836,2.5568460099435764e-05
student_id_STU08475,2.5509477506112033e-05
student_id_STU08598,2.5479346934942422e-05
student_id_STU08977,2.5465041644701204e-05
student_id_STU03997,2.5405528596650194e-05
student_id_STU08648,2.536796481404576e-05
student_id_STU00293,2.5366830706328575e-05
student_id_STU08908,2.5324049685708276e-05
student_id_STU04799,2.5293309520868676e-05
student_id_STU02721,2.5245514245984642e-05
student_id_STU00336,2.5241880290625717e-05
student_id_STU00605,2.515619285913424e-05
student_id_STU05411,2.5127669576716587e-05
student_id_STU08691,2.5119554592423595e-05
student_id_STU05811,2.5076671627635887e-05
student_id_STU05847,2.507661248553411e-05
student_id_STU08606,2.5073183062610157e-05
student_id_STU05027,2.502195879269118e-05
student_id_STU09011,2.4982256730978604e-05
student_id_STU01178,2.4949720012875122e-05
student_id_STU03848,2.4918305211000083e-05
student_id_STU09153,2.4911603791485637e-05
student_id_STU08082,2.4906221224627686e-05
student_id_STU08584,2.489907379913234e-05
student_id_STU00281,2.4824984552354217e-05
student_id_STU07099,2.4800985739883402e-05
student_id_STU07033,2.4759563698572407e-05
student_id_STU08387,2.47522529746078e-05
student_id_STU02806,2.469657242256371e-05
student_id_STU03941,2.4695016983052947e-05
student_id_STU00516,2.4679094931191897e-05
student_id_STU01183,2.4666011348310594e-05
student_id_STU03923,2.464564577161432e-05
student_id_STU00359,2.4632054901991008e-05
student_id_STU00858,2.4622628110112552e-05
student_id_STU02455,2.4613298499942025e-05
